gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
EWSR1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(28/200)
EXOC4	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_DIABETES_PATHWAYS(21/133),HALLMARK_APICAL_JUNCTION(20/200)
EXOSC10	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_UNFOLDED_PROTEIN_RESPONSE(20/113)
FABP5	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_ESTROGEN_RESPONSE_LATE(19/200)
FABP5P7	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM162A	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_HYPOXIA(36/200),HALLMARK_GLYCOLYSIS(34/200)
FAM168B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM179A	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM189A2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM192A	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM193B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM63A	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_ESTROGEN_RESPONSE_EARLY(19/200)
FAM81B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FAM96B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FBRS	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FBXO44	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION(41/251),REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(54/539),REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION(32/212)
FDPS	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYOGENESIS(22/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),REACTOME_CHOLESTEROL_BIOSYNTHESIS(7/24)
FERMT2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(22/200)
FEZ2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FGD5-AS1	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
FGFR2	TH34_1381_S01	v8	BGJ-398,Regorafenib,XL228,Dovitinib,PD173074,Nintedanib,JNJ-42756493,Ponatinib,INFIGRATINIB,PONATINIB,DOVITINIB,AZD-4547,MASITINIB,PAZOPANIB,ERDAFITINIB,AZD4547,REGORAFENIB,NINTEDANIB,BGJ398	lowstringency_pd_outliers	KEGG_PATHWAYS_IN_CANCER(34/328)
FGFRL1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FH	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_PATHWAYS_IN_CANCER(34/328),HALLMARK_OXIDATIVE_PHOSPHORYLATION(21/200)
FHAD1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FILIP1L	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FIP1L1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FKBP4	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_GLYCOLYSIS(34/200),HALLMARK_UV_RESPONSE_UP(20/158),HALLMARK_ESTROGEN_RESPONSE_EARLY(19/200),HALLMARK_ESTROGEN_RESPONSE_LATE(19/200)
FLAD1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FLII	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYOGENESIS(22/200)
FMNL2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FNBP1L	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FNBP4	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FOXJ1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FUBP1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
FXR1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GABARAPL2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYOGENESIS(22/200)
GALNS	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GALNT2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_PROTEINS(33/518)
GAPDH	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(40/200),HALLMARK_HYPOXIA(36/200),REACTOME_GLYCOLYSIS(10/29),KEGG_GLYCOLYSIS_GLUCONEOGENESIS(13/62),KEGG_ALZHEIMERS_DISEASE(19/169),REACTOME_METABOLISM_OF_CARBOHYDRATES(23/247),REACTOME_GLUCOSE_METABOLISM(12/69)
GAS5	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GAS8	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GBA2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478)
GCSH	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GDF1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_DEVELOPMENTAL_BIOLOGY(38/396)
GDF10	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GDI1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GDPD2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GEM	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(22/200)
GEMIN8	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GFAP	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GGA2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(40/200)
GGH	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_UV_RESPONSE_UP(20/158)
GGPS1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),REACTOME_CHOLESTEROL_BIOSYNTHESIS(7/24)
GJA1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(22/200),HALLMARK_ESTROGEN_RESPONSE_EARLY(19/200)
GLB1L2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GLMP	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
GLOD4	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GLYR1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GNAI2	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_AXON_GUIDANCE(16/129),HALLMARK_APICAL_JUNCTION(20/200),REACTOME_HEMOSTASIS(32/466)
GNB1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(32/466),BIOCARTA_CXCR4_PATHWAY(7/24)
GNL3	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(52/200)
GNPAT	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478)
GOLGA2P7	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
GOLGA8A	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GOLGA8B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GON4L	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GORASP1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_CELL_CYCLE(42/421),REACTOME_CELL_CYCLE_MITOTIC(35/325),REACTOME_MITOTIC_M_M_G1_PHASES(21/172),REACTOME_DNA_REPLICATION(21/192)
GPI	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(40/200),HALLMARK_HYPOXIA(36/200),REACTOME_GLYCOLYSIS(10/29),KEGG_GLYCOLYSIS_GLUCONEOGENESIS(13/62),HALLMARK_OXIDATIVE_PHOSPHORYLATION(21/200),REACTOME_METABOLISM_OF_CARBOHYDRATES(23/247),REACTOME_GLUCOSE_METABOLISM(12/69)
GPM6B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GPR162	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GPR89A	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GPSM2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GRAMD1A	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GRAMD2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GRIA4	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GRSF1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GSTM1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_APOPTOSIS(17/161)
GSTM2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GSTM3	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GSTM4	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GSTM5	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GTF2A2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSCRIPTION(33/210),REACTOME_RNA_POL_II_TRANSCRIPTION(24/105),REACTOME_HIV_INFECTION(24/207),HALLMARK_DNA_REPAIR(19/150)
GTF2I	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GTF2IP1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GTF3C1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GTF3C2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSCRIPTION(33/210)
GTF3C6	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
GYS1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_HYPOXIA(36/200),HALLMARK_GLYCOLYSIS(34/200),REACTOME_METABOLISM_OF_CARBOHYDRATES(23/247),REACTOME_GLUCOSE_METABOLISM(12/69)
H1FX	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
H2AFZ	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(52/200),REACTOME_TRANSCRIPTION(33/210),REACTOME_CELL_CYCLE(42/421),HALLMARK_G2M_CHECKPOINT(28/200),HALLMARK_E2F_TARGETS(24/200)
H3F3A	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_TRANSCRIPTION(33/210),REACTOME_HEMOSTASIS(32/466)
H3F3AP4	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HAUS7	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HAX1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_GLYCOLYSIS(34/200)
HDAC2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(52/200),KEGG_PATHWAYS_IN_CANCER(34/328),REACTOME_HEMOSTASIS(32/466),PID_HDAC_CLASSI_PATHWAY(11/66),REACTOME_SIGNALLING_BY_NGF(20/217)
HDAC3	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_DEVELOPMENTAL_BIOLOGY(38/396),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),PID_HDAC_CLASSI_PATHWAY(11/66),REACTOME_SIGNALLING_BY_NGF(20/217)
HDAC6	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MITOTIC_SPINDLE(23/200),PID_HDAC_CLASSI_PATHWAY(11/66)
HDGF	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(52/200),REACTOME_UNFOLDED_PROTEIN_RESPONSE(19/80),REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S(14/46),REACTOME_DIABETES_PATHWAYS(21/133)
HDHD2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HDLBP	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_HYPOXIA(36/200),HALLMARK_GLYCOLYSIS(34/200)
HERPUD1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_UNFOLDED_PROTEIN_RESPONSE(19/80),HALLMARK_UNFOLDED_PROTEIN_RESPONSE(20/113),REACTOME_DIABETES_PATHWAYS(21/133)
HIF1A	TH34_1381_S01	v8	NITROGLYCERIN	lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(28/200),PID_HIF1_TFPATHWAY(17/66),KEGG_PATHWAYS_IN_CANCER(34/328),BIOCARTA_VEGF_PATHWAY(10/29),REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN(7/25)
HIF3A	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN(7/25)
HILPDA	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
HK1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_HYPOXIA(36/200),PID_HIF1_TFPATHWAY(17/66),KEGG_GLYCOLYSIS_GLUCONEOGENESIS(13/62),REACTOME_METABOLISM_OF_CARBOHYDRATES(23/247),KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM(8/34)
HK2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(40/200),HALLMARK_HYPOXIA(36/200),HALLMARK_GLYCOLYSIS(34/200),PID_HIF1_TFPATHWAY(17/66),KEGG_GLYCOLYSIS_GLUCONEOGENESIS(13/62),REACTOME_METABOLISM_OF_CARBOHYDRATES(23/247),KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM(8/34)
HKR1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HMGB1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_APOPTOSIS(19/148)
HMGN1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HMGN2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(28/200)
HMGXB3	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HN1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(28/200),HALLMARK_E2F_TARGETS(24/200)
HNRNPC	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_MRNA_PROCESSING(50/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(47/140),REACTOME_MRNA_SPLICING(42/111),HALLMARK_MYC_TARGETS_V1(52/200),KEGG_SPLICEOSOME(42/128)
HNRNPDL	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
HNRNPF	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_MRNA_PROCESSING(50/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(47/140),REACTOME_MRNA_SPLICING(42/111)
HNRNPH1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_MRNA_PROCESSING(50/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(47/140),REACTOME_MRNA_SPLICING(42/111)
HNRNPK	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_MRNA_PROCESSING(50/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(47/140),REACTOME_MRNA_SPLICING(42/111),KEGG_SPLICEOSOME(42/128)
HNRNPL	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_MRNA_PROCESSING(50/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(47/140),REACTOME_MRNA_SPLICING(42/111)
HNRNPU	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_MRNA_PROCESSING(50/161),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(47/140),REACTOME_MRNA_SPLICING(42/111),HALLMARK_MYC_TARGETS_V1(52/200),KEGG_SPLICEOSOME(42/128),HALLMARK_G2M_CHECKPOINT(28/200),HALLMARK_UV_RESPONSE_UP(20/158)
HNRNPU-AS1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HOTAIRM1	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
HSD17B10	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_OXIDATIVE_PHOSPHORYLATION(21/200),KEGG_ALZHEIMERS_DISEASE(19/169)
HSD17B7	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),REACTOME_CHOLESTEROL_BIOSYNTHESIS(7/24)
HSP90B1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(40/200),REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_UNFOLDED_PROTEIN_RESPONSE(19/80),KEGG_PATHWAYS_IN_CANCER(34/328),HALLMARK_UNFOLDED_PROTEIN_RESPONSE(20/113),REACTOME_DIABETES_PATHWAYS(21/133),HALLMARK_PI3K_AKT_MTOR_SIGNALING(15/105)
HSPA1B	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_SPLICEOSOME(42/128),REACTOME_METABOLISM_OF_RNA(34/330),REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS(17/84),REACTOME_METABOLISM_OF_MRNA(26/284),REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0(10/53)
HTATSF1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
HUWE1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION(41/251),REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(54/539),REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION(32/212),KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS(18/138)
HYOU1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_UNFOLDED_PROTEIN_RESPONSE(19/80),REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S(14/46),HALLMARK_UNFOLDED_PROTEIN_RESPONSE(20/113),REACTOME_DIABETES_PATHWAYS(21/133)
IARS2	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS(10/41),REACTOME_TRNA_AMINOACYLATION(10/42)
ID2	TH34_1381_S01	v8		lowstringency_pd_outliers	PID_HIF1_TFPATHWAY(17/66),HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(22/200),HALLMARK_ESTROGEN_RESPONSE_LATE(19/200)
IDI1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MTORC1_SIGNALING(40/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),REACTOME_CHOLESTEROL_BIOSYNTHESIS(7/24)
IDUA	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_GLYCOLYSIS(34/200),REACTOME_METABOLISM_OF_CARBOHYDRATES(23/247)
IFI27L2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IFT140	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IFT57	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IGF2	TH34_1381_S01	v8	CABAZITAXEL,DOCETAXEL,OSI-906 (LINSITINIB)	lowstringency_pd_outliers	REACTOME_DIABETES_PATHWAYS(21/133)
IGSF1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_ESTROGEN_RESPONSE_LATE(19/200)
IGSF8	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
ILF2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(52/200)
ILF3	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(28/200),HALLMARK_E2F_TARGETS(24/200)
ING4	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
INO80E	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
INPPL1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),HALLMARK_APICAL_JUNCTION(20/200),REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM(22/270)
INTS3	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IP6K2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM(22/270)
IPO5	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IPO9	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IQCG	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IRF2BP2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
ISG20L2	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_ESTROGEN_RESPONSE_EARLY(19/200)
IST1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
ISYNA1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
ITGA7	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYOGENESIS(22/200),KEGG_ECM_RECEPTOR_INTERACTION(14/84),HALLMARK_ADIPOGENESIS(20/200),KEGG_FOCAL_ADHESION(20/201),ST_INTEGRIN_SIGNALING_PATHWAY(12/82)
ITGB1BP1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
ITPA	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_DNA_REPAIR(19/150)
ITPKB	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
IVNS1ABP	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
JAM2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(32/466)
JTB	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KARS	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MYC_TARGETS_V1(52/200),KEGG_AMINOACYL_TRNA_BIOSYNTHESIS(10/41),REACTOME_TRNA_AMINOACYLATION(10/42),REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION(7/24)
KAT2A	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KATNB1	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_MITOTIC_SPINDLE(23/200)
KCNJ10	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KCTD17	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KCTD3	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KDM1A	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(32/466)
KDM3A	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_HYPOXIA(36/200)
KDM3B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KDM5B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KDM5C	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KHDRBS1	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KIAA0100	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KIAA0895L	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KIAA0907	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KIF9	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_HEMOSTASIS(32/466)
KIFAP3	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_IMMUNE_SYSTEM(74/933),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(54/539),HALLMARK_MITOTIC_SPINDLE(23/200),REACTOME_HEMOSTASIS(32/466)
KLHDC9	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KLHL12	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
KRTCAP2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LAMA1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_DEVELOPMENTAL_BIOLOGY(38/396),KEGG_PATHWAYS_IN_CANCER(34/328),REACTOME_AXON_GUIDANCE(29/251),HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(22/200),KEGG_ECM_RECEPTOR_INTERACTION(14/84),NABA_CORE_MATRISOME(25/275),KEGG_FOCAL_ADHESION(20/201),PID_A6B1_A6B4_INTEGRIN_PATHWAY(9/46)
LAMA5	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_PATHWAYS_IN_CANCER(34/328),KEGG_ECM_RECEPTOR_INTERACTION(14/84),NABA_CORE_MATRISOME(25/275),KEGG_FOCAL_ADHESION(20/201),PID_A6B1_A6B4_INTEGRIN_PATHWAY(9/46)
LAMB2	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_PATHWAYS_IN_CANCER(34/328),KEGG_ECM_RECEPTOR_INTERACTION(14/84),NABA_CORE_MATRISOME(25/275),KEGG_FOCAL_ADHESION(20/201),PID_A6B1_A6B4_INTEGRIN_PATHWAY(9/46)
LAMC1	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_DEVELOPMENTAL_BIOLOGY(38/396),KEGG_PATHWAYS_IN_CANCER(34/328),REACTOME_AXON_GUIDANCE(29/251),HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION(22/200),KEGG_ECM_RECEPTOR_INTERACTION(14/84),NABA_CORE_MATRISOME(25/275),KEGG_FOCAL_ADHESION(20/201),PID_A6B1_A6B4_INTEGRIN_PATHWAY(9/46)
LAMTOR2	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LAMTOR3	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LAPTM4B	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LARS	TH34_1381_S01	v8		lowstringency_pd_outliers	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS(10/41),REACTOME_TRNA_AMINOACYLATION(10/42),REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION(7/24)
LBR	TH34_1381_S01	v8		lowstringency_pd_outliers	HALLMARK_G2M_CHECKPOINT(28/200),HALLMARK_E2F_TARGETS(24/200),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(35/478),REACTOME_CHOLESTEROL_BIOSYNTHESIS(7/24)
LENG8	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LGALS8	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LGR6	TH34_1381_S01	v8		lowstringency_pd_outliers	NA
LIMK2	TH34_1381_S01	v8		lowstringency_pd_outliers	REACTOME_DEVELOPMENTAL_BIOLOGY(38/396),REACTOME_AXON_GUIDANCE(29/251),PID_CDC42_PATHWAY(14/70),KEGG_AXON_GUIDANCE(16/129),KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS(13/97)
LINC00665	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
LINC00969	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
LINC01002	TH34_1381_S01	v8		lowstringency_pd_outliers	NO_PATHWAY_SUPPORT_RESULTS
